Date,Currency,Exchange
03/14/2025,AUD,1.55
03/14/2025,EUR,0.92
03/14/2025,GBP,0.79
03/15/2025,USD,1.0
03/15/2025,CAD,1.32
03/15/2025,AUD,1.55
03/15/2025,EUR,0.92
03/15/2025,GBP,0.79
03/16/2025,USD,1.0
03/16/2025,CAD,1.32
03/16/2025,AUD,1.55
03/16/2025,EUR,0.92
03/16/2025,GBP,0.79
03/17/2025,USD,1.0
03/17/2025,CAD,1.32
03/17/2025,AUD,1.55
03/17/2025,EUR,0.92
03/17/2025,GBP,0.79
03/18/2025,USD,1.0
03/18/2025,CAD,1.32
03/18/2025,AUD,1.55
03/18/2025,EUR,0.92
03/18/2025,GBP,0.79
03/19/2025,USD,1.0
03/19/2025,CAD,1.32
03/19/2025,AUD,1.55
03/19/2025,EUR,0.92
03/19/2025,GBP,0.79
03/20/2025,USD,1.0
03/20/2025,CAD,1.32
03/20/2025,AUD,1.55
03/20/2025,EUR,0.92
03/20/2025,GBP,0.79
03/21/2025,USD,1.0
03/21/2025,CAD,1.32
03/21/2025,AUD,1.55
03/21/2025,EUR,0.92
03/21/2025,GBP,0.79
03/22/2025,USD,1.0
03/22/2025,CAD,1.32
03/22/2025,AUD,1.55
03/22/2025,EUR,0.92
03/22/2025,GBP,0.79
03/23/2025,USD,1.0
03/23/2025,CAD,1.32
03/23/2025,AUD,1.55
03/23/2025,EUR,0.92
03/23/2025,GBP,0.79
03/24/2025,USD,1.0
03/24/2025,CAD,1.32
03/24/2025,AUD,1.55
03/24/2025,EUR,0.92
03/24/2025,GBP,0.79
03/25/2025,USD,1.0
03/25/2025,CAD,1.32
03/25/2025,AUD,1.55
03/25/2025,EUR,0.92
03/25/2025,GBP,0.79
03/26/2025,USD,1.0
03/26/2025,CAD,1.32
03/26/2025,AUD,1.55
03/26/2025,EUR,0.92
03/26/2025,GBP,0.79
03/27/2025,USD,1.0
03/27/2025,CAD,1.32
03/27/2025,AUD,1.55
03/27/2025,EUR,0.92
03/27/2025,GBP,0.79
03/28/2025,USD,1.0
03/28/2025,CAD,1.32
03/28/2025,AUD,1.55
03/28/2025,EUR,0.92
03/28/2025,GBP,0.79
03/29/2025,USD,1.0
03/29/2025,CAD,1.32
03/29/2025,AUD,1.55
03/29/2025,EUR,0.92
03/29/2025,GBP,0.79
03/30/2025,USD,1.0
03/30/2025,CAD,1.32
03/30/2025,AUD,1.55
03/30/2025,EUR,0.92
03/30/2025,GBP,0.79
03/31/2025,USD,1.0
03/31/2025,CAD,1.32
03/31/2025,AUD,1.55
03/31/2025,EUR,0.92
03/31/2025,GBP,0.79
04/01/2025,USD,1.0
04/01/2025,CAD,1.32
04/01/2025,AUD,1.55
04/01/2025,EUR,0.92
04/01/2025,GBP,0.79
04/02/2025,USD,1.0
04/02/2025,CAD,1.32
04/02/2025,AUD,1.55
04/02/2025,EUR,0.92
04/02/2025,GBP,0.79
04/03/2025,USD,1.0
04/03/2025,CAD,1.32
04/03/2025,AUD,1.55
04/03/2025,EUR,0.92
04/03/2025,GBP,0.79
04/04/2025,USD,1.0
04/04/2025,CAD,1.32
04/04/2025,AUD,1.55
04/04/2025,EUR,0.92
04/04/2025,GBP,0.79
04/05/2025,USD,1.0
04/05/2025,CAD,1.32
04/05/2025,AUD,1.55
04/05/2025,EUR,0.92
04/05/2025,GBP,0.79
04/06/2025,USD,1.0
04/06/2025,CAD,1.32
04/06/2025,AUD,1.55
04/06/2025,EUR,0.92
04/06/2025,GBP,0.79
04/07/2025,USD,1.0
04/07/2025,CAD,1.32
04/07/2025,AUD,1.55
04/07/2025,EUR,0.92
04/07/2025,GBP,0.79
04/08/2025,USD,1.0
04/08/2025,CAD,1.32
04/08/2025,AUD,1.55
04/08/2025,EUR,0.92
04/08/2025,GBP,0.79
04/09/2025,USD,1.0
04/09/2025,CAD,1.32
04/09/2025,AUD,1.55
04/09/2025,EUR,0.92
04/09/2025,GBP,0.79
04/10/2025,USD,1.0
04/10/2025,CAD,1.32
04/10/2025,AUD,1.55
04/10/2025,EUR,0.92
04/10/2025,GBP,0.79
04/11/2025,USD,1.0
04/11/2025,CAD,1.32
04/11/2025,AUD,1.55
04/11/2025,EUR,0.92
04/11/2025,GBP,0.79
04/12/2025,USD,1.0
04/12/2025,CAD,1.32
04/12/2025,AUD,1.55
04/12/2025,EUR,0.92
04/12/2025,GBP,0.79
04/13/2025,USD,1.0
04/13/2025,CAD,1.32
04/13/2025,AUD,1.55
04/13/2025,EUR,0.92
04/13/2025,GBP,0.79
04/14/2025,USD,1.0
04/14/2025,CAD,1.32
04/14/2025,AUD,1.55
04/14/2025,EUR,0.92
04/14/2025,GBP,0.79
04/15/2025,USD,1.0
04/15/2025,CAD,1.32
04/15/2025,AUD,1.55
04/15/2025,EUR,0.92
04/15/2025,GBP,0.79
04/16/2025,USD,1.0
04/16/2025,CAD,1.32
04/16/2025,AUD,1.55
04/16/2025,EUR,0.92
04/16/2025,GBP,0.79
04/17/2025,USD,1.0
04/17/2025,CAD,1.32
04/17/2025,AUD,1.55
04/17/2025,EUR,0.92
04/17/2025,GBP,0.79
04/18/2025,USD,1.0
04/18/2025,CAD,1.32
04/18/2025,AUD,1.55
04/18/2025,EUR,0.92
04/18/2025,GBP,0.79
04/19/2025,USD,1.0
04/19/2025,CAD,1.32
04/19/2025,AUD,1.55
04/19/2025,EUR,0.92
04/19/2025,GBP,0.79
04/20/2025,USD,1.0
04/20/2025,CAD,1.32
04/20/2025,AUD,1.55
04/20/2025,EUR,0.92
04/20/2025,GBP,0.79
04/21/2025,USD,1.0
04/21/2025,CAD,1.32
04/21/2025,AUD,1.55
04/21/2025,EUR,0.92
04/21/2025,GBP,0.79
04/22/2025,USD,1.0
04/22/2025,CAD,1.32
04/22/2025,AUD,1.55
04/22/2025,EUR,0.92
04/22/2025,GBP,0.79
04/23/2025,USD,1.0
04/23/2025,CAD,1.32
04/23/2025,AUD,1.55
04/23/2025,EUR,0.92
04/23/2025,GBP,0.79
04/24/2025,USD,1.0
04/24/2025,CAD,1.32
04/24/2025,AUD,1.55
04/24/2025,EUR,0.92
04/24/2025,GBP,0.79
04/25/2025,USD,1.0
04/25/2025,CAD,1.32
04/25/2025,AUD,1.55
04/25/2025,EUR,0.92
04/25/2025,GBP,0.79
04/26/2025,USD,1.0
04/26/2025,CAD,1.32
04/26/2025,AUD,1.55
04/26/2025,EUR,0.92
04/26/2025,GBP,0.79
04/27/2025,USD,1.0
04/27/2025,CAD,1.32
04/27/2025,AUD,1.55
04/27/2025,EUR,0.92
04/27/2025,GBP,0.79
04/28/2025,USD,1.0
04/28/2025,CAD,1.32
04/28/2025,AUD,1.55
04/28/2025,EUR,0.92
04/28/2025,GBP,0.79
04/29/2025,USD,1.0
04/29/2025,CAD,1.32
04/29/2025,AUD,1.55
04/29/2025,EUR,0.92
04/29/2025,GBP,0.79
04/30/2025,USD,1.0
04/30/2025,CAD,1.32
04/30/2025,AUD,1.55
04/30/2025,EUR,0.92
04/30/2025,GBP,0.79
05/01/2025,USD,1.0
05/01/2025,CAD,1.32
05/01/2025,AUD,1.55
05/01/2025,EUR,0.92
05/01/2025,GBP,0.79
05/02/2025,USD,1.0
05/02/2025,CAD,1.32
05/02/2025,AUD,1.55
05/02/2025,EUR,0.92
05/02/2025,GBP,0.79
05/03/2025,USD,1.0
05/03/2025,CAD,1.32
05/03/2025,AUD,1.55
05/03/2025,EUR,0.92
05/03/2025,GBP,0.79
05/04/2025,USD,1.0
05/04/2025,CAD,1.32
05/04/2025,AUD,1.55
05/04/2025,EUR,0.92
05/04/2025,GBP,0.79
05/05/2025,USD,1.0
05/05/2025,CAD,1.32
05/05/2025,AUD,1.55
05/05/2025,EUR,0.92
05/05/2025,GBP,0.79
05/06/2025,USD,1.0
05/06/2025,CAD,1.32
05/06/2025,AUD,1.55
05/06/2025,EUR,0.92
05/06/2025,GBP,0.79
05/07/2025,USD,1.0
05/07/2025,CAD,1.32
05/07/2025,AUD,1.55
05/07/2025,EUR,0.92
05/07/2025,GBP,0.79
05/08/2025,USD,1.0
05/08/2025,CAD,1.32
05/08/2025,AUD,1.55
05/08/2025,EUR,0.92
05/08/2025,GBP,0.79
05/09/2025,USD,1.0
05/09/2025,CAD,1.32
05/09/2025,AUD,1.55
05/09/2025,EUR,0.92
05/09/2025,GBP,0.79
05/10/2025,USD,1.0
05/10/2025,CAD,1.32
05/10/2025,AUD,1.55
05/10/2025,EUR,0.92
05/10/2025,GBP,0.79
05/11/2025,USD,1.0
05/11/2025,CAD,1.32
05/11/2025,AUD,1.55
05/11/2025,EUR,0.92
05/11/2025,GBP,0.79
05/12/2025,USD,1.0
05/12/2025,CAD,1.32
05/12/2025,AUD,1.55
05/12/2025,EUR,0.92
05/12/2025,GBP,0.79
05/13/2025,USD,1.0
05/13/2025,CAD,1.32
05/13/2025,AUD,1.55
05/13/2025,EUR,0.92
05/13/2025,GBP,0.79
05/14/2025,USD,1.0
05/14/2025,CAD,1.32
05/14/2025,AUD,1.55
05/14/2025,EUR,0.92
05/14/2025,GBP,0.79
05/15/2025,USD,1.0
05/15/2025,CAD,1.32
05/15/2025,AUD,1.55
05/15/2025,EUR,0.92
05/15/2025,GBP,0.79
05/16/2025,USD,1.0
05/16/2025,CAD,1.32
05/16/2025,AUD,1.55
05/16/2025,EUR,0.92
05/16/2025,GBP,0.79
05/17/2025,USD,1.0
05/17/2025,CAD,1.32
05/17/2025,AUD,1.55
05/17/2025,EUR,0.92
05/17/2025,GBP,0.79
05/18/2025,USD,1.0
05/18/2025,CAD,1.32
05/18/2025,AUD,1.55
05/18/2025,EUR,0.92
05/18/2025,GBP,0.79
05/19/2025,USD,1.0
05/19/2025,CAD,1.32
05/19/2025,AUD,1.55
05/19/2025,EUR,0.92
05/19/2025,GBP,0.79
05/20/2025,USD,1.0
05/20/2025,CAD,1.32
05/20/2025,AUD,1.55
05/20/2025,EUR,0.92
05/20/2025,GBP,0.79
05/21/2025,USD,1.0
05/21/2025,CAD,1.32
05/21/2025,AUD,1.55
05/21/2025,EUR,0.92
05/21/2025,GBP,0.79
05/22/2025,USD,1.0
05/22/2025,CAD,1.32
05/22/2025,AUD,1.55
05/22/2025,EUR,0.92
05/22/2025,GBP,0.79
05/23/2025,USD,1.0
05/23/2025,CAD,1.32
05/23/2025,AUD,1.55
05/23/2025,EUR,0.92
05/23/2025,GBP,0.79
05/24/2025,USD,1.0
05/24/2025,CAD,1.32
05/24/2025,AUD,1.55
05/24/2025,EUR,0.92
05/24/2025,GBP,0.79
05/25/2025,USD,1.0
05/25/2025,CAD,1.32
05/25/2025,AUD,1.55
05/25/2025,EUR,0.92
05/25/2025,GBP,0.79
05/26/2025,USD,1.0
05/26/2025,CAD,1.32
05/26/2025,AUD,1.55
05/26/2025,EUR,0.92
05/26/2025,GBP,0.79
05/27/2025,USD,1.0
05/27/2025,CAD,1.32
05/27/2025,AUD,1.55
05/27/2025,EUR,0.92
05/27/2025,GBP,0.79
05/28/2025,USD,1.0
05/28/2025,CAD,1.32
05/28/2025,AUD,1.55
05/28/2025,EUR,0.92
05/28/2025,GBP,0.79
05/29/2025,USD,1.0
05/29/2025,CAD,1.32
05/29/2025,AUD,1.55
05/29/2025,EUR,0.92
05/29/2025,GBP,0.79
05/30/2025,USD,1.0
05/30/2025,CAD,1.32
05/30/2025,AUD,1.55
05/30/2025,EUR,0.92
05/30/2025,GBP,0.79
05/31/2025,USD,1.0
05/31/2025,CAD,1.32
05/31/2025,AUD,1.55
05/31/2025,EUR,0.92
05/31/2025,GBP,0.79
06/01/2025,USD,1.0
06/01/2025,CAD,1.32
06/01/2025,AUD,1.55
06/01/2025,EUR,0.92
06/01/2025,GBP,0.79
06/02/2025,USD,1.0
06/02/2025,CAD,1.32
06/02/2025,AUD,1.55
06/02/2025,EUR,0.92
06/02/2025,GBP,0.79
06/03/2025,USD,1.0
06/03/2025,CAD,1.32
06/03/2025,AUD,1.55
06/03/2025,EUR,0.92
06/03/2025,GBP,0.79
06/04/2025,USD,1.0
06/04/2025,CAD,1.32
06/04/2025,AUD,1.55
06/04/2025,EUR,0.92
06/04/2025,GBP,0.79
06/05/2025,USD,1.0
06/05/2025,CAD,1.32
06/05/2025,AUD,1.55
06/05/2025,EUR,0.92
06/05/2025,GBP,0.79
06/06/2025,USD,1.0
06/06/2025,CAD,1.32
06/06/2025,AUD,1.55
06/06/2025,EUR,0.92
06/06/2025,GBP,0.79
06/07/2025,USD,1.0
06/07/2025,CAD,1.32
06/07/2025,AUD,1.55
06/07/2025,EUR,0.92
06/07/2025,GBP,0.79
06/08/2025,USD,1.0
06/08/2025,CAD,1.32
06/08/2025,AUD,1.55
06/08/2025,EUR,0.92
06/08/2025,GBP,0.79
06/09/2025,USD,1.0
06/09/2025,CAD,1.32
06/09/2025,AUD,1.55
06/09/2025,EUR,0.92
06/09/2025,GBP,0.79
06/10/2025,USD,1.0
06/10/2025,CAD,1.32
06/10/2025,AUD,1.55
06/10/2025,EUR,0.92
06/10/2025,GBP,0.79
06/11/2025,USD,1.0
06/11/2025,CAD,1.32
06/11/2025,AUD,1.55
06/11/2025,EUR,0.92
06/11/2025,GBP,0.79
06/12/2025,USD,1.0
06/12/2025,CAD,1.32
06/12/2025,AUD,1.55
06/12/2025,EUR,0.92
06/12/2025,GBP,0.79
06/13/2025,USD,1.0
06/13/2025,CAD,1.32
06/13/2025,AUD,1.55
06/13/2025,EUR,0.92
06/13/2025,GBP,0.79
06/14/2025,USD,1.0
06/14/2025,CAD,1.32
06/14/2025,AUD,1.55
06/14/2025,EUR,0.92
06/14/2025,GBP,0.79
06/15/2025,USD,1.0
06/15/2025,CAD,1.32
06/15/2025,AUD,1.55
06/15/2025,EUR,0.92
06/15/2025,GBP,0.79
06/16/2025,USD,1.0
06/16/2025,CAD,1.32
06/16/2025,AUD,1.55
06/16/2025,EUR,0.92
06/16/2025,GBP,0.79
06/17/2025,USD,1.0
06/17/2025,CAD,1.32
06/17/2025,AUD,1.55
06/17/2025,EUR,0.92
06/17/2025,GBP,0.79
06/18/2025,USD,1.0
06/18/2025,CAD,1.32
06/18/2025,AUD,1.55
06/18/2025,EUR,0.92
06/18/2025,GBP,0.79
06/19/2025,USD,1.0
06/19/2025,CAD,1.32
06/19/2025,AUD,1.55
06/19/2025,EUR,0.92
06/19/2025,GBP,0.79
06/20/2025,USD,1.0
06/20/2025,CAD,1.32
06/20/2025,AUD,1.55
06/20/2025,EUR,0.92
06/20/2025,GBP,0.79
06/21/2025,USD,1.0
06/21/2025,CAD,1.32
06/21/2025,AUD,1.55
06/21/2025,EUR,0.92
06/21/2025,GBP,0.79
06/22/2025,USD,1.0
06/22/2025,CAD,1.32
06/22/2025,AUD,1.55
06/22/2025,EUR,0.92
06/22/2025,GBP,0.79
06/23/2025,USD,1.0
06/23/2025,CAD,1.32
06/23/2025,AUD,1.55
06/23/2025,EUR,0.92
06/23/2025,GBP,0.79
06/24/2025,USD,1.0
06/24/2025,CAD,1.32
06/24/2025,AUD,1.55
06/24/2025,EUR,0.92
06/24/2025,GBP,0.79
06/25/2025,USD,1.0
06/25/2025,CAD,1.32
06/25/2025,AUD,1.55
06/25/2025,EUR,0.92
06/25/2025,GBP,0.79
06/26/2025,USD,1.0
06/26/2025,CAD,1.32
06/26/2025,AUD,1.55
06/26/2025,EUR,0.92
06/26/2025,GBP,0.79
06/27/2025,USD,1.0
06/27/2025,CAD,1.32
06/27/2025,AUD,1.55
06/27/2025,EUR,0.92
06/27/2025,GBP,0.79
06/28/2025,USD,1.0
06/28/2025,CAD,1.32
06/28/2025,AUD,1.55
06/28/2025,EUR,0.92
06/28/2025,GBP,0.79
06/29/2025,USD,1.0
06/29/2025,CAD,1.32
06/29/2025,AUD,1.55
06/29/2025,EUR,0.92
06/29/2025,GBP,0.79
06/30/2025,USD,1.0
06/30/2025,CAD,1.32
06/30/2025,AUD,1.55
06/30/2025,EUR,0.92
06/30/2025,GBP,0.79
07/01/2025,USD,1.0
07/01/2025,CAD,1.32
07/01/2025,AUD,1.55
07/01/2025,EUR,0.92
07/01/2025,GBP,0.79
07/02/2025,USD,1.0
07/02/2025,CAD,1.32
07/02/2025,AUD,1.55
07/02/2025,EUR,0.92
07/02/2025,GBP,0.79
07/03/2025,USD,1.0
07/03/2025,CAD,1.32
07/03/2025,AUD,1.55
07/03/2025,EUR,0.92
07/03/2025,GBP,0.79
07/04/2025,USD,1.0
07/04/2025,CAD,1.32
07/04/2025,AUD,1.55
07/04/2025,EUR,0.92
07/04/2025,GBP,0.79
07/05/2025,USD,1.0
07/05/2025,CAD,1.32
07/05/2025,AUD,1.55
07/05/2025,EUR,0.92
07/05/2025,GBP,0.79
07/06/2025,USD,1.0
07/06/2025,CAD,1.32
07/06/2025,AUD,1.55
07/06/2025,EUR,0.92
07/06/2025,GBP,0.79
07/07/2025,USD,1.0
07/07/2025,CAD,1.32
07/07/2025,AUD,1.55
07/07/2025,EUR,0.92
07/07/2025,GBP,0.79
07/08/2025,USD,1.0
07/08/2025,CAD,1.32
07/08/2025,AUD,1.55
07/08/2025,EUR,0.92
07/08/2025,GBP,0.79
07/09/2025,USD,1.0
07/09/2025,CAD,1.32
07/09/2025,AUD,1.55
07/09/2025,EUR,0.92
07/09/2025,GBP,0.79
07/10/2025,USD,1.0
07/10/2025,CAD,1.32
07/10/2025,AUD,1.55
07/10/2025,EUR,0.92
07/10/2025,GBP,0.79
07/11/2025,USD,1.0
07/11/2025,CAD,1.32
07/11/2025,AUD,1.55
07/11/2025,EUR,0.92
07/11/2025,GBP,0.79
07/12/2025,USD,1.0
07/12/2025,CAD,1.32
07/12/2025,AUD,1.55
07/12/2025,EUR,0.92
07/12/2025,GBP,0.79
07/13/2025,USD,1.0
07/13/2025,CAD,1.32
07/13/2025,AUD,1.55
07/13/2025,EUR,0.92
07/13/2025,GBP,0.79
07/14/2025,USD,1.0
07/14/2025,CAD,1.32
07/14/2025,AUD,1.55
07/14/2025,EUR,0.92
07/14/2025,GBP,0.79
07/15/2025,USD,1.0
07/15/2025,CAD,1.32
07/15/2025,AUD,1.55
07/15/2025,EUR,0.92
07/15/2025,GBP,0.79
07/16/2025,USD,1.0
07/16/2025,CAD,1.32
07/16/2025,AUD,1.55
07/16/2025,EUR,0.92
07/16/2025,GBP,0.79
07/17/2025,USD,1.0
07/17/2025,CAD,1.32
07/17/2025,AUD,1.55
07/17/2025,EUR,0.92
07/17/2025,GBP,0.79
07/18/2025,USD,1.0
07/18/2025,CAD,1.32
07/18/2025,AUD,1.55
07/18/2025,EUR,0.92
07/18/2025,GBP,0.79
07/19/2025,USD,1.0
07/19/2025,CAD,1.32
07/19/2025,AUD,1.55
07/19/2025,EUR,0.92
07/19/2025,GBP,0.79
07/20/2025,USD,1.0
07/20/2025,CAD,1.32
07/20/2025,AUD,1.55
07/20/2025,EUR,0.92
07/20/2025,GBP,0.79
07/21/2025,USD,1.0
07/21/2025,CAD,1.32
07/21/2025,AUD,1.55
07/21/2025,EUR,0.92
07/21/2025,GBP,0.79
07/22/2025,USD,1.0
07/22/2025,CAD,1.32
07/22/2025,AUD,1.55
07/22/2025,EUR,0.92
07/22/2025,GBP,0.79
07/23/2025,USD,1.0
07/23/2025,CAD,1.32
07/23/2025,AUD,1.55
07/23/2025,EUR,0.92
07/23/2025,GBP,0.79
07/24/2025,USD,1.0
07/24/2025,CAD,1.32
07/24/2025,AUD,1.55
07/24/2025,EUR,0.92
07/24/2025,GBP,0.79
07/25/2025,USD,1.0
07/25/2025,CAD,1.32
07/25/2025,AUD,1.55
07/25/2025,EUR,0.92
07/25/2025,GBP,0.79
07/26/2025,USD,1.0
07/26/2025,CAD,1.32
07/26/2025,AUD,1.55
07/26/2025,EUR,0.92
07/26/2025,GBP,0.79
07/27/2025,USD,1.0
07/27/2025,CAD,1.32
07/27/2025,AUD,1.55
07/27/2025,EUR,0.92
07/27/2025,GBP,0.79
07/28/2025,USD,1.0
07/28/2025,CAD,1.32
07/28/2025,AUD,1.55
07/28/2025,EUR,0.92
07/28/2025,GBP,0.79
07/29/2025,USD,1.0
07/29/2025,CAD,1.32
07/29/2025,AUD,1.55
07/29/2025,EUR,0.92
07/29/2025,GBP,0.79
07/30/2025,USD,1.0
07/30/2025,CAD,1.32
07/30/2025,AUD,1.55
07/30/2025,EUR,0.92
07/30/2025,GBP,0.79
07/31/2025,USD,1.0
07/31/2025,CAD,1.32
07/31/2025,AUD,1.55
07/31/2025,EUR,0.92
07/31/2025,GBP,0.79
08/01/2025,USD,1.0
08/01/2025,CAD,1.32
08/01/2025,AUD,1.55
08/01/2025,EUR,0.92
08/01/2025,GBP,0.79
08/02/2025,USD,1.0
08/02/2025,CAD,1.32
08/02/2025,AUD,1.55
08/02/2025,EUR,0.92
08/02/2025,GBP,0.79
08/03/2025,USD,1.0
08/03/2025,CAD,1.32
08/03/2025,AUD,1.55
08/03/2025,EUR,0.92
08/03/2025,GBP,0.79
08/04/2025,USD,1.0
08/04/2025,CAD,1.32
08/04/2025,AUD,1.55
08/04/2025,EUR,0.92
08/04/2025,GBP,0.79
08/05/2025,USD,1.0
08/05/2025,CAD,1.32
08/05/2025,AUD,1.55
08/05/2025,EUR,0.92
08/05/2025,GBP,0.79
08/06/2025,USD,1.0
08/06/2025,CAD,1.32
08/06/2025,AUD,1.55
08/06/2025,EUR,0.92
08/06/2025,GBP,0.79
08/07/2025,USD,1.0
08/07/2025,CAD,1.32
08/07/2025,AUD,1.55
