Date,Currency,Exchange
08/07/2025,EUR,0.92
08/07/2025,GBP,0.79
08/08/2025,USD,1.0
08/08/2025,CAD,1.32
08/08/2025,AUD,1.55
08/08/2025,EUR,0.92
08/08/2025,GBP,0.79
08/09/2025,USD,1.0
08/09/2025,CAD,1.32
08/09/2025,AUD,1.55
08/09/2025,EUR,0.92
08/09/2025,GBP,0.79
08/10/2025,USD,1.0
08/10/2025,CAD,1.32
08/10/2025,AUD,1.55
08/10/2025,EUR,0.92
08/10/2025,GBP,0.79
08/11/2025,USD,1.0
08/11/2025,CAD,1.32
08/11/2025,AUD,1.55
08/11/2025,EUR,0.92
08/11/2025,GBP,0.79
08/12/2025,USD,1.0
08/12/2025,CAD,1.32
08/12/2025,AUD,1.55
08/12/2025,EUR,0.92
08/12/2025,GBP,0.79
08/13/2025,USD,1.0
08/13/2025,CAD,1.32
08/13/2025,AUD,1.55
08/13/2025,EUR,0.92
08/13/2025,GBP,0.79
08/14/2025,USD,1.0
08/14/2025,CAD,1.32
08/14/2025,AUD,1.55
08/14/2025,EUR,0.92
08/14/2025,GBP,0.79
08/15/2025,USD,1.0
08/15/2025,CAD,1.32
08/15/2025,AUD,1.55
08/15/2025,EUR,0.92
08/15/2025,GBP,0.79
08/16/2025,USD,1.0
08/16/2025,CAD,1.32
08/16/2025,AUD,1.55
08/16/2025,EUR,0.92
08/16/2025,GBP,0.79
08/17/2025,USD,1.0
08/17/2025,CAD,1.32
08/17/2025,AUD,1.55
08/17/2025,EUR,0.92
08/17/2025,GBP,0.79
08/18/2025,USD,1.0
08/18/2025,CAD,1.32
08/18/2025,AUD,1.55
08/18/2025,EUR,0.92
08/18/2025,GBP,0.79
08/19/2025,USD,1.0
08/19/2025,CAD,1.32
08/19/2025,AUD,1.55
08/19/2025,EUR,0.92
08/19/2025,GBP,0.79
08/20/2025,USD,1.0
08/20/2025,CAD,1.32
08/20/2025,AUD,1.55
08/20/2025,EUR,0.92
08/20/2025,GBP,0.79
08/21/2025,USD,1.0
08/21/2025,CAD,1.32
08/21/2025,AUD,1.55
08/21/2025,EUR,0.92
08/21/2025,GBP,0.79
08/22/2025,USD,1.0
08/22/2025,CAD,1.32
08/22/2025,AUD,1.55
08/22/2025,EUR,0.92
08/22/2025,GBP,0.79
08/23/2025,USD,1.0
08/23/2025,CAD,1.32
08/23/2025,AUD,1.55
08/23/2025,EUR,0.92
08/23/2025,GBP,0.79
08/24/2025,USD,1.0
08/24/2025,CAD,1.32
08/24/2025,AUD,1.55
08/24/2025,EUR,0.92
08/24/2025,GBP,0.79
08/25/2025,USD,1.0
08/25/2025,CAD,1.32
08/25/2025,AUD,1.55
08/25/2025,EUR,0.92
08/25/2025,GBP,0.79
08/26/2025,USD,1.0
08/26/2025,CAD,1.32
08/26/2025,AUD,1.55
08/26/2025,EUR,0.92
08/26/2025,GBP,0.79
08/27/2025,USD,1.0
08/27/2025,CAD,1.32
08/27/2025,AUD,1.55
08/27/2025,EUR,0.92
08/27/2025,GBP,0.79
08/28/2025,USD,1.0
08/28/2025,CAD,1.32
08/28/2025,AUD,1.55
08/28/2025,EUR,0.92
08/28/2025,GBP,0.79
08/29/2025,USD,1.0
08/29/2025,CAD,1.32
08/29/2025,AUD,1.55
08/29/2025,EUR,0.92
08/29/2025,GBP,0.79
08/30/2025,USD,1.0
08/30/2025,CAD,1.32
08/30/2025,AUD,1.55
08/30/2025,EUR,0.92
08/30/2025,GBP,0.79
08/31/2025,USD,1.0
08/31/2025,CAD,1.32
08/31/2025,AUD,1.55
08/31/2025,EUR,0.92
08/31/2025,GBP,0.79
09/01/2025,USD,1.0
09/01/2025,CAD,1.32
09/01/2025,AUD,1.55
09/01/2025,EUR,0.92
09/01/2025,GBP,0.79
09/02/2025,USD,1.0
09/02/2025,CAD,1.32
09/02/2025,AUD,1.55
09/02/2025,EUR,0.92
09/02/2025,GBP,0.79
09/03/2025,USD,1.0
09/03/2025,CAD,1.32
09/03/2025,AUD,1.55
09/03/2025,EUR,0.92
09/03/2025,GBP,0.79
09/04/2025,USD,1.0
09/04/2025,CAD,1.32
09/04/2025,AUD,1.55
09/04/2025,EUR,0.92
09/04/2025,GBP,0.79
09/05/2025,USD,1.0
09/05/2025,CAD,1.32
09/05/2025,AUD,1.55
09/05/2025,EUR,0.92
09/05/2025,GBP,0.79
09/06/2025,USD,1.0
09/06/2025,CAD,1.32
09/06/2025,AUD,1.55
09/06/2025,EUR,0.92
09/06/2025,GBP,0.79
09/07/2025,USD,1.0
09/07/2025,CAD,1.32
09/07/2025,AUD,1.55
09/07/2025,EUR,0.92
09/07/2025,GBP,0.79
09/08/2025,USD,1.0
09/08/2025,CAD,1.32
09/08/2025,AUD,1.55
09/08/2025,EUR,0.92
09/08/2025,GBP,0.79
09/09/2025,USD,1.0
09/09/2025,CAD,1.32
09/09/2025,AUD,1.55
09/09/2025,EUR,0.92
09/09/2025,GBP,0.79
09/10/2025,USD,1.0
09/10/2025,CAD,1.32
09/10/2025,AUD,1.55
09/10/2025,EUR,0.92
09/10/2025,GBP,0.79
09/11/2025,USD,1.0
09/11/2025,CAD,1.32
09/11/2025,AUD,1.55
09/11/2025,EUR,0.92
09/11/2025,GBP,0.79
09/12/2025,USD,1.0
09/12/2025,CAD,1.32
09/12/2025,AUD,1.55
09/12/2025,EUR,0.92
09/12/2025,GBP,0.79
09/13/2025,USD,1.0
09/13/2025,CAD,1.32
09/13/2025,AUD,1.55
09/13/2025,EUR,0.92
09/13/2025,GBP,0.79
09/14/2025,USD,1.0
09/14/2025,CAD,1.32
09/14/2025,AUD,1.55
09/14/2025,EUR,0.92
09/14/2025,GBP,0.79
09/15/2025,USD,1.0
09/15/2025,CAD,1.32
09/15/2025,AUD,1.55
09/15/2025,EUR,0.92
09/15/2025,GBP,0.79
09/16/2025,USD,1.0
09/16/2025,CAD,1.32
09/16/2025,AUD,1.55
09/16/2025,EUR,0.92
09/16/2025,GBP,0.79
09/17/2025,USD,1.0
09/17/2025,CAD,1.32
09/17/2025,AUD,1.55
09/17/2025,EUR,0.92
09/17/2025,GBP,0.79
09/18/2025,USD,1.0
09/18/2025,CAD,1.32
09/18/2025,AUD,1.55
09/18/2025,EUR,0.92
09/18/2025,GBP,0.79
09/19/2025,USD,1.0
09/19/2025,CAD,1.32
09/19/2025,AUD,1.55
09/19/2025,EUR,0.92
09/19/2025,GBP,0.79
09/20/2025,USD,1.0
09/20/2025,CAD,1.32
09/20/2025,AUD,1.55
09/20/2025,EUR,0.92
09/20/2025,GBP,0.79
09/21/2025,USD,1.0
09/21/2025,CAD,1.32
09/21/2025,AUD,1.55
09/21/2025,EUR,0.92
09/21/2025,GBP,0.79
09/22/2025,USD,1.0
09/22/2025,CAD,1.32
09/22/2025,AUD,1.55
09/22/2025,EUR,0.92
09/22/2025,GBP,0.79
09/23/2025,USD,1.0
09/23/2025,CAD,1.32
09/23/2025,AUD,1.55
09/23/2025,EUR,0.92
09/23/2025,GBP,0.79
09/24/2025,USD,1.0
09/24/2025,CAD,1.32
09/24/2025,AUD,1.55
09/24/2025,EUR,0.92
09/24/2025,GBP,0.79
09/25/2025,USD,1.0
09/25/2025,CAD,1.32
09/25/2025,AUD,1.55
09/25/2025,EUR,0.92
09/25/2025,GBP,0.79
09/26/2025,USD,1.0
09/26/2025,CAD,1.32
09/26/2025,AUD,1.55
09/26/2025,EUR,0.92
09/26/2025,GBP,0.79
09/27/2025,USD,1.0
09/27/2025,CAD,1.32
09/27/2025,AUD,1.55
09/27/2025,EUR,0.92
09/27/2025,GBP,0.79
09/28/2025,USD,1.0
09/28/2025,CAD,1.32
09/28/2025,AUD,1.55
09/28/2025,EUR,0.92
09/28/2025,GBP,0.79
09/29/2025,USD,1.0
09/29/2025,CAD,1.32
09/29/2025,AUD,1.55
09/29/2025,EUR,0.92
09/29/2025,GBP,0.79
09/30/2025,USD,1.0
09/30/2025,CAD,1.32
09/30/2025,AUD,1.55
09/30/2025,EUR,0.92
09/30/2025,GBP,0.79
10/01/2025,USD,1.0
10/01/2025,CAD,1.32
10/01/2025,AUD,1.55
10/01/2025,EUR,0.92
10/01/2025,GBP,0.79
10/02/2025,USD,1.0
10/02/2025,CAD,1.32
10/02/2025,AUD,1.55
10/02/2025,EUR,0.92
10/02/2025,GBP,0.79
10/03/2025,USD,1.0
10/03/2025,CAD,1.32
10/03/2025,AUD,1.55
10/03/2025,EUR,0.92
10/03/2025,GBP,0.79
10/04/2025,USD,1.0
10/04/2025,CAD,1.32
10/04/2025,AUD,1.55
10/04/2025,EUR,0.92
10/04/2025,GBP,0.79
10/05/2025,USD,1.0
10/05/2025,CAD,1.32
10/05/2025,AUD,1.55
10/05/2025,EUR,0.92
10/05/2025,GBP,0.79
10/06/2025,USD,1.0
10/06/2025,CAD,1.32
10/06/2025,AUD,1.55
10/06/2025,EUR,0.92
10/06/2025,GBP,0.79
10/07/2025,USD,1.0
10/07/2025,CAD,1.32
10/07/2025,AUD,1.55
10/07/2025,EUR,0.92
10/07/2025,GBP,0.79
10/08/2025,USD,1.0
10/08/2025,CAD,1.32
10/08/2025,AUD,1.55
10/08/2025,EUR,0.92
10/08/2025,GBP,0.79
10/09/2025,USD,1.0
10/09/2025,CAD,1.32
10/09/2025,AUD,1.55
10/09/2025,EUR,0.92
10/09/2025,GBP,0.79
10/10/2025,USD,1.0
10/10/2025,CAD,1.32
10/10/2025,AUD,1.55
10/10/2025,EUR,0.92
10/10/2025,GBP,0.79
10/11/2025,USD,1.0
10/11/2025,CAD,1.32
10/11/2025,AUD,1.55
10/11/2025,EUR,0.92
10/11/2025,GBP,0.79
10/12/2025,USD,1.0
10/12/2025,CAD,1.32
10/12/2025,AUD,1.55
10/12/2025,EUR,0.92
10/12/2025,GBP,0.79
10/13/2025,USD,1.0
10/13/2025,CAD,1.32
10/13/2025,AUD,1.55
10/13/2025,EUR,0.92
10/13/2025,GBP,0.79
10/14/2025,USD,1.0
10/14/2025,CAD,1.32
10/14/2025,AUD,1.55
10/14/2025,EUR,0.92
10/14/2025,GBP,0.79
10/15/2025,USD,1.0
10/15/2025,CAD,1.32
10/15/2025,AUD,1.55
10/15/2025,EUR,0.92
10/15/2025,GBP,0.79
10/16/2025,USD,1.0
10/16/2025,CAD,1.32
10/16/2025,AUD,1.55
10/16/2025,EUR,0.92
10/16/2025,GBP,0.79
10/17/2025,USD,1.0
10/17/2025,CAD,1.32
10/17/2025,AUD,1.55
10/17/2025,EUR,0.92
10/17/2025,GBP,0.79
10/18/2025,USD,1.0
10/18/2025,CAD,1.32
10/18/2025,AUD,1.55
10/18/2025,EUR,0.92
10/18/2025,GBP,0.79
10/19/2025,USD,1.0
10/19/2025,CAD,1.32
10/19/2025,AUD,1.55
10/19/2025,EUR,0.92
10/19/2025,GBP,0.79
10/20/2025,USD,1.0
10/20/2025,CAD,1.32
10/20/2025,AUD,1.55
10/20/2025,EUR,0.92
10/20/2025,GBP,0.79
10/21/2025,USD,1.0
10/21/2025,CAD,1.32
10/21/2025,AUD,1.55
10/21/2025,EUR,0.92
10/21/2025,GBP,0.79
10/22/2025,USD,1.0
10/22/2025,CAD,1.32
10/22/2025,AUD,1.55
10/22/2025,EUR,0.92
10/22/2025,GBP,0.79
10/23/2025,USD,1.0
10/23/2025,CAD,1.32
10/23/2025,AUD,1.55
10/23/2025,EUR,0.92
10/23/2025,GBP,0.79
10/24/2025,USD,1.0
10/24/2025,CAD,1.32
10/24/2025,AUD,1.55
10/24/2025,EUR,0.92
10/24/2025,GBP,0.79
10/25/2025,USD,1.0
10/25/2025,CAD,1.32
10/25/2025,AUD,1.55
10/25/2025,EUR,0.92
10/25/2025,GBP,0.79
10/26/2025,USD,1.0
10/26/2025,CAD,1.32
10/26/2025,AUD,1.55
10/26/2025,EUR,0.92
10/26/2025,GBP,0.79
10/27/2025,USD,1.0
10/27/2025,CAD,1.32
10/27/2025,AUD,1.55
10/27/2025,EUR,0.92
10/27/2025,GBP,0.79
10/28/2025,USD,1.0
10/28/2025,CAD,1.32
10/28/2025,AUD,1.55
10/28/2025,EUR,0.92
10/28/2025,GBP,0.79
10/29/2025,USD,1.0
10/29/2025,CAD,1.32
10/29/2025,AUD,1.55
10/29/2025,EUR,0.92
10/29/2025,GBP,0.79
10/30/2025,USD,1.0
10/30/2025,CAD,1.32
10/30/2025,AUD,1.55
10/30/2025,EUR,0.92
10/30/2025,GBP,0.79
10/31/2025,USD,1.0
10/31/2025,CAD,1.32
10/31/2025,AUD,1.55
10/31/2025,EUR,0.92
10/31/2025,GBP,0.79
11/01/2025,USD,1.0
11/01/2025,CAD,1.32
11/01/2025,AUD,1.55
11/01/2025,EUR,0.92
11/01/2025,GBP,0.79
11/02/2025,USD,1.0
11/02/2025,CAD,1.32
11/02/2025,AUD,1.55
11/02/2025,EUR,0.92
11/02/2025,GBP,0.79
11/03/2025,USD,1.0
11/03/2025,CAD,1.32
11/03/2025,AUD,1.55
11/03/2025,EUR,0.92
11/03/2025,GBP,0.79
11/04/2025,USD,1.0
11/04/2025,CAD,1.32
11/04/2025,AUD,1.55
11/04/2025,EUR,0.92
11/04/2025,GBP,0.79
11/05/2025,USD,1.0
11/05/2025,CAD,1.32
11/05/2025,AUD,1.55
11/05/2025,EUR,0.92
11/05/2025,GBP,0.79
11/06/2025,USD,1.0
11/06/2025,CAD,1.32
11/06/2025,AUD,1.55
11/06/2025,EUR,0.92
11/06/2025,GBP,0.79
11/07/2025,USD,1.0
11/07/2025,CAD,1.32
11/07/2025,AUD,1.55
11/07/2025,EUR,0.92
11/07/2025,GBP,0.79
11/08/2025,USD,1.0
11/08/2025,CAD,1.32
11/08/2025,AUD,1.55
11/08/2025,EUR,0.92
11/08/2025,GBP,0.79
11/09/2025,USD,1.0
11/09/2025,CAD,1.32
11/09/2025,AUD,1.55
11/09/2025,EUR,0.92
11/09/2025,GBP,0.79
11/10/2025,USD,1.0
11/10/2025,CAD,1.32
11/10/2025,AUD,1.55
11/10/2025,EUR,0.92
11/10/2025,GBP,0.79
11/11/2025,USD,1.0
11/11/2025,CAD,1.32
11/11/2025,AUD,1.55
11/11/2025,EUR,0.92
11/11/2025,GBP,0.79
11/12/2025,USD,1.0
11/12/2025,CAD,1.32
11/12/2025,AUD,1.55
11/12/2025,EUR,0.92
11/12/2025,GBP,0.79
11/13/2025,USD,1.0
11/13/2025,CAD,1.32
11/13/2025,AUD,1.55
11/13/2025,EUR,0.92
11/13/2025,GBP,0.79
11/14/2025,USD,1.0
11/14/2025,CAD,1.32
11/14/2025,AUD,1.55
11/14/2025,EUR,0.92
11/14/2025,GBP,0.79
11/15/2025,USD,1.0
11/15/2025,CAD,1.32
11/15/2025,AUD,1.55
11/15/2025,EUR,0.92
11/15/2025,GBP,0.79
11/16/2025,USD,1.0
11/16/2025,CAD,1.32
11/16/2025,AUD,1.55
11/16/2025,EUR,0.92
11/16/2025,GBP,0.79
11/17/2025,USD,1.0
11/17/2025,CAD,1.32
11/17/2025,AUD,1.55
11/17/2025,EUR,0.92
11/17/2025,GBP,0.79
11/18/2025,USD,1.0
11/18/2025,CAD,1.32
11/18/2025,AUD,1.55
11/18/2025,EUR,0.92
11/18/2025,GBP,0.79
11/19/2025,USD,1.0
11/19/2025,CAD,1.32
11/19/2025,AUD,1.55
11/19/2025,EUR,0.92
11/19/2025,GBP,0.79
11/20/2025,USD,1.0
11/20/2025,CAD,1.32
11/20/2025,AUD,1.55
11/20/2025,EUR,0.92
11/20/2025,GBP,0.79
11/21/2025,USD,1.0
11/21/2025,CAD,1.32
11/21/2025,AUD,1.55
11/21/2025,EUR,0.92
11/21/2025,GBP,0.79
11/22/2025,USD,1.0
11/22/2025,CAD,1.32
11/22/2025,AUD,1.55
11/22/2025,EUR,0.92
11/22/2025,GBP,0.79
11/23/2025,USD,1.0
11/23/2025,CAD,1.32
11/23/2025,AUD,1.55
11/23/2025,EUR,0.92
11/23/2025,GBP,0.79
11/24/2025,USD,1.0
11/24/2025,CAD,1.32
11/24/2025,AUD,1.55
11/24/2025,EUR,0.92
11/24/2025,GBP,0.79
11/25/2025,USD,1.0
11/25/2025,CAD,1.32
11/25/2025,AUD,1.55
11/25/2025,EUR,0.92
11/25/2025,GBP,0.79
11/26/2025,USD,1.0
11/26/2025,CAD,1.32
11/26/2025,AUD,1.55
11/26/2025,EUR,0.92
11/26/2025,GBP,0.79
11/27/2025,USD,1.0
11/27/2025,CAD,1.32
11/27/2025,AUD,1.55
11/27/2025,EUR,0.92
11/27/2025,GBP,0.79
11/28/2025,USD,1.0
11/28/2025,CAD,1.32
11/28/2025,AUD,1.55
11/28/2025,EUR,0.92
11/28/2025,GBP,0.79
11/29/2025,USD,1.0
11/29/2025,CAD,1.32
11/29/2025,AUD,1.55
11/29/2025,EUR,0.92
11/29/2025,GBP,0.79
11/30/2025,USD,1.0
11/30/2025,CAD,1.32
11/30/2025,AUD,1.55
11/30/2025,EUR,0.92
11/30/2025,GBP,0.79
12/01/2025,USD,1.0
12/01/2025,CAD,1.32
12/01/2025,AUD,1.55
12/01/2025,EUR,0.92
12/01/2025,GBP,0.79
12/02/2025,USD,1.0
12/02/2025,CAD,1.32
12/02/2025,AUD,1.55
12/02/2025,EUR,0.92
12/02/2025,GBP,0.79
12/03/2025,USD,1.0
12/03/2025,CAD,1.32
12/03/2025,AUD,1.55
12/03/2025,EUR,0.92
12/03/2025,GBP,0.79
12/04/2025,USD,1.0
12/04/2025,CAD,1.32
12/04/2025,AUD,1.55
12/04/2025,EUR,0.92
12/04/2025,GBP,0.79
12/05/2025,USD,1.0
12/05/2025,CAD,1.32
12/05/2025,AUD,1.55
12/05/2025,EUR,0.92
12/05/2025,GBP,0.79
12/06/2025,USD,1.0
12/06/2025,CAD,1.32
12/06/2025,AUD,1.55
12/06/2025,EUR,0.92
12/06/2025,GBP,0.79
12/07/2025,USD,1.0
12/07/2025,CAD,1.32
12/07/2025,AUD,1.55
12/07/2025,EUR,0.92
12/07/2025,GBP,0.79
12/08/2025,USD,1.0
12/08/2025,CAD,1.32
12/08/2025,AUD,1.55
12/08/2025,EUR,0.92
12/08/2025,GBP,0.79
12/09/2025,USD,1.0
12/09/2025,CAD,1.32
12/09/2025,AUD,1.55
12/09/2025,EUR,0.92
12/09/2025,GBP,0.79
12/10/2025,USD,1.0
12/10/2025,CAD,1.32
12/10/2025,AUD,1.55
12/10/2025,EUR,0.92
12/10/2025,GBP,0.79
12/11/2025,USD,1.0
12/11/2025,CAD,1.32
12/11/2025,AUD,1.55
12/11/2025,EUR,0.92
12/11/2025,GBP,0.79
12/12/2025,USD,1.0
12/12/2025,CAD,1.32
12/12/2025,AUD,1.55
12/12/2025,EUR,0.92
12/12/2025,GBP,0.79
12/13/2025,USD,1.0
12/13/2025,CAD,1.32
12/13/2025,AUD,1.55
12/13/2025,EUR,0.92
12/13/2025,GBP,0.79
12/14/2025,USD,1.0
12/14/2025,CAD,1.32
12/14/2025,AUD,1.55
12/14/2025,EUR,0.92
12/14/2025,GBP,0.79
12/15/2025,USD,1.0
12/15/2025,CAD,1.32
12/15/2025,AUD,1.55
12/15/2025,EUR,0.92
12/15/2025,GBP,0.79
12/16/2025,USD,1.0
12/16/2025,CAD,1.32
12/16/2025,AUD,1.55
12/16/2025,EUR,0.92
12/16/2025,GBP,0.79
12/17/2025,USD,1.0
12/17/2025,CAD,1.32
12/17/2025,AUD,1.55
12/17/2025,EUR,0.92
12/17/2025,GBP,0.79
12/18/2025,USD,1.0
12/18/2025,CAD,1.32
12/18/2025,AUD,1.55
12/18/2025,EUR,0.92
12/18/2025,GBP,0.79
12/19/2025,USD,1.0
12/19/2025,CAD,1.32
12/19/2025,AUD,1.55
12/19/2025,EUR,0.92
12/19/2025,GBP,0.79
12/20/2025,USD,1.0
12/20/2025,CAD,1.32
12/20/2025,AUD,1.55
12/20/2025,EUR,0.92
12/20/2025,GBP,0.79
12/21/2025,USD,1.0
12/21/2025,CAD,1.32
12/21/2025,AUD,1.55
12/21/2025,EUR,0.92
12/21/2025,GBP,0.79
12/22/2025,USD,1.0
12/22/2025,CAD,1.32
12/22/2025,AUD,1.55
12/22/2025,EUR,0.92
12/22/2025,GBP,0.79
12/23/2025,USD,1.0
12/23/2025,CAD,1.32
12/23/2025,AUD,1.55
12/23/2025,EUR,0.92
12/23/2025,GBP,0.79
12/24/2025,USD,1.0
12/24/2025,CAD,1.32
12/24/2025,AUD,1.55
12/24/2025,EUR,0.92
12/24/2025,GBP,0.79
12/25/2025,USD,1.0
12/25/2025,CAD,1.32
12/25/2025,AUD,1.55
12/25/2025,EUR,0.92
12/25/2025,GBP,0.79
12/26/2025,USD,1.0
12/26/2025,CAD,1.32
12/26/2025,AUD,1.55
12/26/2025,EUR,0.92
12/26/2025,GBP,0.79
12/27/2025,USD,1.0
12/27/2025,CAD,1.32
12/27/2025,AUD,1.55
12/27/2025,EUR,0.92
12/27/2025,GBP,0.79
12/28/2025,USD,1.0
12/28/2025,CAD,1.32
12/28/2025,AUD,1.55
12/28/2025,EUR,0.92
12/28/2025,GBP,0.79
12/29/2025,USD,1.0
12/29/2025,CAD,1.32
12/29/2025,AUD,1.55
12/29/2025,EUR,0.92
12/29/2025,GBP,0.79
12/30/2025,USD,1.0
12/30/2025,CAD,1.32
12/30/2025,AUD,1.55
12/30/2025,EUR,0.92
12/30/2025,GBP,0.79
12/31/2025,USD,1.0
12/31/2025,CAD,1.32
12/31/2025,AUD,1.55
12/31/2025,EUR,0.92
12/31/2025,GBP,0.79
